Id,SalePrice
1567,74706.3240860238
1568,211156.14323269852
1569,124445.65503395743
1570,138449.4949823774
1571,129739.39315043665
1572,143935.06893944764
1573,233029.39946006332
1574,92775.69368394025
1575,183572.76241572856
1576,208299.27942173372
1577,199692.5175556233
1578,150942.4302810459
1579,139795.4936314349
1580,195970.0891527081
1581,149100.95080506755
1582,131811.25033875575
1583,315033.7567159583
1584,233475.90409208066
1585,137779.93911082193
1586,56297.61309267021
1587,119260.46059316644
1588,157075.89820485926
1589,102076.77491677548
1590,131451.41043345642
1591,105398.66213985959
1592,121694.16506346644
1593,117242.21936666661
1594,134189.84198014237
1595,108609.19915106811
1596,231163.80175715403
1597,175491.99665865762
1598,205958.86446437702
1599,177329.26698765357
1600,181697.1772459102
1601,66628.9325387773
1602,103166.52352986846
1603,97202.23005418507
1604,277136.136311662
1605,255603.41405841103
1606,166631.63659232896
1607,168436.84123695502
1608,214945.5829347457
1609,195999.07631589507
1610,163278.87965140384
1611,156138.68198374443
1612,158906.96747389017
1613,149522.8245178758
1614,115265.68801975503
1615,89900.88743203889
1616,78920.53043594626
1617,85366.3488081135
1618,127842.29156710915
1619,130050.63699766583
1620,135515.51586660527
1621,128409.10680141835
1622,150698.21761833553
1623,285950.76187376084
1624,212558.9301212088
1625,123500.58787525196
1626,176341.6899440893
1627,182636.3402094528
1628,289212.8720189536
1629,193804.61815946683
1630,294326.0842877661
1631,236898.84622586225
1632,268128.36596156855
1633,178392.3262895901
1634,185193.59097561485
1635,176801.89673434015
1636,150440.63604131015
1637,175985.69286919464
1638,213069.5295756505
1639,182210.94383490883
1640,256211.80098654455
1641,183439.75172652781
1642,227014.9008067781
1643,231951.23249997967
1644,217419.93573930964
1645,184721.50792485703
1646,153706.24798851012
1647,162331.63504229597
1648,138594.47832235185
1649,141448.86027980215
1650,119701.57007062307
1651,124672.15320558034
1652,95575.92285827207
1653,103291.2588102615
1654,159580.75614191493
1655,156347.96796536935
1656,149732.43672696574
1657,154465.456847477
1658,154923.47403422536
1659,153298.77645101072
1660,151265.96236884283
1661,448408.02749928145
1662,405949.69055777893
1663,387509.5328402918
1664,493094.9630668682
1665,335780.24626621604
1666,292163.90066598495
1667,356268.75455389044
1668,353018.20040954906
1669,297343.5211371475
1670,348474.6422407711
1671,252799.2451273594
1672,432570.3996393903
1673,306885.5808690164
1674,242421.88956312393
1675,187998.67279567648
1676,186337.78651329436
1677,206132.99335952936
1678,440515.276384914
1679,365602.0138723647
1680,327322.2142794267
1681,265611.3152266823
1682,301381.07194381586
1683,176063.94145834516
1684,164821.53458523983
1685,172660.72465791708
1686,166220.39422832578
1687,172226.2423723676
1688,185811.31536901777
1689,186763.21227405022
1690,183468.69908688444
1691,178504.78875147883
1692,274188.56971236574
1693,179463.50005965878
1694,181517.70836887526
1695,173454.06635488593
1696,273492.17126714735
1697,176436.60505074033
1698,355853.9719605404
1699,337524.54263213545
1700,225348.48103100125
1701,249042.5662625525
1702,268899.59341247776
1703,272522.2436525138
1704,292209.0209036423
1705,255221.08792384394
1706,468980.0969754479
1707,219590.89714929942
1708,215548.30392735562
1709,297317.44660338224
1710,237024.13829024782
1711,247476.0844179618
1712,264212.5609186382
1713,242143.643768259
1714,211134.43609280835
1715,200229.1191103137
1716,191434.54152790376
1717,185312.78537655412
1718,128305.2441512709
1719,210400.25641582243
1720,250382.18828336234
1721,175798.98074314854
1722,119266.89124991362
1723,155428.53723024533
1724,217608.73581628318
1725,246662.64314664784
1726,190975.40266613098
1727,164552.0344563649
1728,179561.39502753047
1729,167756.78871246937
1730,167660.24248216758
1731,126955.15213361442
1732,132544.13703163213
1733,112462.53412490866
1734,127461.97577704913
1735,135305.6761776963
1736,118013.44649606029
1737,361200.6726372573
1738,208377.49190096065
1739,289394.4707533021
1740,165429.1585290695
1741,182492.62198981544
1742,171410.90181183114
1743,174813.6532783439
1744,291820.8682355694
1745,228328.605167056
1746,292798.9453084108
1747,239431.99210652913
1748,195934.5680546444
1749,157369.10149405533
1750,144751.5444646654
1751,251117.0752543991
1752,122115.39376025517
1753,128480.30534779557
1754,207637.18486308117
1755,170494.51770058708
1756,125133.89145859145
1757,124271.0078924168
1758,136936.87762615463
1759,168993.61239739016
1760,157684.99768793146
1761,145253.13929440017
1762,179826.38626437398
1763,183101.25927954644
1764,116632.56783861585
1765,154815.93246914496
1766,168204.9420743638
1767,197800.57090745922
1768,139484.6447024571
1769,177309.09612941174
1770,139829.29596024402
1771,134659.7316772293
1772,137921.20868161463
1773,126378.49967139543
1774,128992.2807982003
1775,134596.07481401827
1776,134107.82582291195
1777,110865.41254431948
1778,127117.7059866575
1779,118895.27342370452
1780,175150.45091599147
1781,133985.05569733106
1782,87532.57803326915
1783,127535.0030211612
1784,101839.5665708181
1785,113512.64606474088
1786,130670.72894960419
1787,161454.30372448728
1788,47590.97393017198
1789,96733.27053020969
1790,69390.30812534333
1791,179303.9171154925
1792,151625.66730924064
1793,137314.62487288515
1794,139457.81180937457
1795,141178.37275818942
1796,145965.90618429318
1797,116281.1126769846
1798,121351.81398565604
1799,119679.97880804824
1800,142897.70392549454
1801,129009.01468452835
1802,156809.96147296665
1803,147248.34048382766
1804,139263.49514512168
1805,134886.7121645645
1806,121002.47009538546
1807,141970.32683651496
1808,126420.09269306084
1809,131022.89226696227
1810,152832.88690282006
1811,112782.11427173189
1812,114425.30393585548
1813,121735.63486004811
1814,89802.56865675
1815,50644.625079509125
1816,105401.52565579858
1817,110154.5755400937
1818,133478.0790314512
1819,117108.32580585987
1820,73793.16249478154
1821,120235.55058013627
1822,149018.8744132319
1823,62918.570883604916
1824,138795.08012665794
1825,137999.22126580533
1826,103400.21995034946
1827,103341.98302784793
1828,137708.2086766344
1829,103981.69494547202
1830,143963.47469799343
1831,175689.70236624248
1832,97511.99552695265
1833,141439.3971775432
1834,130114.45451436692
1835,148289.7729237094
1836,129242.13419888174
1837,96296.0860722897
1838,136901.46261486065
1839,90742.9634936077
1840,164382.52561078744
1841,158281.96558449036
1842,81393.90570126398
1843,142816.608907435
1844,140142.74326502264
1845,143193.3592559854
1846,154939.0946153951
1847,154532.28844669217
1848,50469.20132383648
1849,118925.27930489529
1850,131717.63266660183
1851,148245.76040662237
1852,132436.4969487991
1853,133170.73769118325
1854,167593.37921273205
1855,172251.17719824694
1856,215496.52539607108
1857,170496.38990515453
1858,134599.73570782147
1859,120722.75390962712
1860,151962.79639480702
1861,119578.15380444586
1862,305955.1252397733
1863,290739.13783801085
1864,290739.13783801085
1865,328747.5032488989
1866,351742.8056682336
1867,252960.59250040413
1868,288559.23844080605
1869,198798.611201158
1870,216727.72289817606
1871,259500.52720493576
1872,169922.58622747313
1873,216530.95577602863
1874,137446.9376283247
1875,195960.05220149783
1876,197810.63271117889
1877,191410.51996082437
1878,216187.8391267719
1879,126925.65228289091
1880,138344.11663222394
1881,224589.84159291847
1882,258768.9650568443
1883,193451.48413861563
1884,207659.47509876097
1885,270295.1239552619
1886,289210.16233370954
1887,186810.43096526078
1888,258441.29633546819
1889,163459.84922252595
1890,139757.59546185643
1891,142168.9587816046
1892,108681.87112753035
1893,139777.4875193574
1894,128402.82408556541
1895,144840.11540934106
1896,132183.57589375484
1897,109368.11710831204
1898,112592.63145487368
1899,134853.41960422875
1900,152138.41826892964
1901,162965.17045007442
1902,128285.31202508394
1903,247105.36905265646
1904,134057.1195001736
1905,170834.7012430852
1906,148715.1820819301
1907,174260.06500728574
1908,110819.97672141467
1909,128764.85336579694
1910,125310.41239927456
1911,211756.93302647327
1912,244459.33797147364
1913,123508.81444527944
1914,71784.50127840518
1915,296233.65764405014
1916,72625.72743034382
1917,273577.4301169609
1918,134457.66420042855
1919,169461.50607557417
1920,158898.48698461652
1921,395706.93140987586
1922,314887.0707515877
1923,210280.6485172253
1924,205902.77867080766
1925,221125.40011275365
1926,378828.192115539
1927,141184.24257875694
1928,157100.4280645658
1929,131296.07987522724
1930,141661.48875283846
1931,140138.80028264984
1932,138214.5987713428
1933,178764.62885343746
1934,181350.36900503098
1935,173290.33616151405
1936,193040.22255404468
1937,185812.04272769712
1938,162775.88261746033
1939,277676.8609882413
1940,194700.27289697516
1941,178072.07846288456
1942,194643.98114451463
1943,192920.6543332947
1944,320491.49481517
1945,347345.2020702002
1946,137514.41271062128
1947,318068.21203238156
1948,169388.8269139077
1949,230617.14989596826
1950,182979.54001572952
1951,243067.47557459446
1952,241285.9320666095
1953,167640.0963544871
1954,218603.00703245334
1955,137770.73895253497
1956,284424.9270279174
1957,160059.5179234073
1958,293349.842751174
1959,134235.98418259036
1960,114070.48956578574
1961,112725.73192582128
1962,96016.78078621342
1963,99687.07027194732
1964,113400.99333279091
1965,155217.35420732174
1966,149354.37853174805
1967,255239.2365789062
1968,385689.764198294
1969,382678.38710644876
1970,447659.6181706557
1971,462592.690120077
1972,350636.7890206952
1973,287404.3380915572
1974,305020.1263560829
1975,461404.9350735052
1976,255147.65002836907
1977,359244.07727305207
1978,398435.3075394326
1979,358991.8515121234
1980,196225.90879821221
1981,334828.3389509281
1982,224054.96647846274
1983,217959.92890767424
1984,161309.13229945218
1985,199745.8879447035
1986,207112.08600771346
1987,177621.2430889381
1988,175310.26659132278
1989,188442.36467903285
1990,219987.30459961641
1991,212168.31329582693
1992,227602.93960033834
1993,170075.32611216584
1994,252225.59557628463
1995,183107.38085421515
1996,252565.3922447439
1997,328071.67731114663
1998,333111.90176300885
1999,251542.89350753196
2000,302425.5746390191
2001,248457.34783757883
2002,229874.34987882935
2003,250080.8962553587
2004,258483.14066826628
2005,241581.45890132143
2006,220910.21612452966
2007,266955.81184570596
2008,195303.973819273
2009,194975.01934250572
2010,199844.5572575146
2011,153916.63131054604
2012,185014.41893321282
2013,182502.20813957677
2014,191338.89102201877
2015,197747.23480699878
2016,193222.3993328135
2017,199429.38991670604
2018,127077.71679401885
2019,131534.35201081817
2020,110807.0045483244
2021,113372.58513568807
2022,174767.54864565586
2023,142847.12289574702
2024,209105.15646270753
2025,344133.59125620686
2026,174610.52336567396
2027,150822.25434769082
2028,148952.49052191415
2029,172074.47152794106
2030,286943.15829117043
2031,237361.84671561932
2032,268984.42288482195
2033,264415.0719852771
2034,163303.6267608183
2035,218861.20515558094
2036,177152.09731328822
2037,176395.8331529926
2038,304022.5060066333
2039,202585.8926991811
2040,447984.4497699285
2041,260106.39859953715
2042,209622.85805771427
2043,174628.3997713369
2044,168898.72801054484
2045,207768.48604877264
2046,139741.29383841832
2047,141369.5198340526
2048,134374.3164575612
2049,128609.88317909223
2050,186755.52685499648
2051,114384.00036289725
2052,137157.76325704058
2053,143009.61187153234
2054,88253.38196137235
2055,160635.27001488316
2056,145273.65967452645
2057,124618.67713564528
2058,214372.57126331743
2059,130385.6655001083
2060,151914.71289141732
2061,171039.5892066807
2062,135821.53594014753
2063,120378.11601982823
2064,135359.22885947942
2065,111306.06584515618
2066,181888.81732223442
2067,118885.625015215
2068,127476.62748972942
2069,90887.07530509956
2070,117441.76631263318
2071,85218.41546420992
2072,127398.88589114136
2073,136719.65564283557
2074,177703.0922137194
2075,145188.7344014229
2076,115755.98304017248
2077,147105.8686116126
2078,130002.44348355787
2079,137068.81064951103
2080,117852.93192122794
2081,120451.89831553605
2082,130978.65845653531
2083,154298.86757125962
2084,110034.85390606281
2085,128716.50129639477
2086,135140.51300672497
2087,124627.31657186814
2088,103975.99383892133
2089,76631.69677938131
2090,130124.63632367497
2091,126778.28677757742
2092,122458.03879669365
2093,135537.36912299902
2094,134889.8475460237
2095,159057.9344117723
2096,96055.68644614102
2097,101442.27644025402
2098,148430.9545640969
2099,50812.245823962665
2100,104596.36555894309
2101,114162.14385570188
2102,151723.62235401958
2103,100554.6852425073
2104,134749.9274096191
2105,126114.60468118981
2106,74366.2188411173
2107,220978.424586012
2108,128339.74692421834
2109,125490.02142879138
2110,121389.72159259109
2111,163937.10017336786
2112,138610.17950580854
2113,117526.48937921837
2114,113521.1878041063
2115,144088.15827663464
2116,111410.4684157826
2117,142208.65790509013
2118,121571.82347386578
2119,104312.75570005832
2120,111057.79722453089
2121,92040.1865622804
2122,97947.43214715894
2123,89501.74391361054
2124,203530.70360807385
2125,125650.7436915152
2126,128800.32634154141
2127,149173.83438173248
2128,126966.94351009489
2129,101664.22517096746
2130,146479.6807480263
2131,154482.04588573246
2132,123430.93837115183
2133,108767.7348749629
2134,119029.80892744078
2135,105453.20344070239
2136,87574.49231291968
2137,107513.79561197285
2138,143836.27170550844
2139,154977.19532306824
2140,138928.6234066313
2141,141921.2246483262
2142,139137.12206057677
2143,145064.45646395528
2144,112742.83701611753
2145,140697.24776999277
2146,169802.015483215
2147,150612.58660004742
2148,132337.039714202
2149,141170.9927885036
2150,227809.51783815524
2151,140715.72176197197
2152,158480.09962096898
2153,146358.9670293931
2154,107288.43599015685
2155,129912.61059808338
2156,198167.9399615435
2157,216582.38235840012
2158,244730.07140483212
2159,242710.98829054672
2160,169088.9395081909
2161,258331.51711061626
2162,489412.45319251914
2163,360095.3345705481
2164,258959.84026488083
2165,173111.0929632241
2166,146522.9341176724
2167,186693.25435044436
2168,215173.68362734208
2169,194742.18625273972
2170,221231.61546126622
2171,156629.65000643913
2172,146372.6621589582
2173,170804.12161987586
2174,239875.08102021838
2175,318961.02543542505
2176,295199.66283330944
2177,260651.55106686015
2178,210540.95439874197
2179,147655.17158135033
2180,174514.2772679097
2181,195684.99107882325
2182,222710.07782785548
2183,200328.43702293906
2184,136420.88376249932
2185,147362.96703938858
2186,137075.54073823686
2187,157673.777413646
2188,160918.26440969444
2189,182009.33073753328
2190,87593.78398209855
2191,90063.05617314996
2192,86518.73945373912
2193,106364.56961768736
2194,107627.73959299624
2195,109525.93562652128
2196,125704.80346158645
2197,116307.07076946559
2198,158285.6258861939
2199,184182.1349988345
2200,132597.38408859132
2201,128850.84005259044
2202,189731.50741438486
2203,135899.69002519228
2204,168325.99518739124
2205,109135.94294515415
2206,116776.02737922315
2207,212974.48935709771
2208,250906.04088145014
2209,163704.05158540027
2210,112099.11722084683
2211,115507.3646585744
2212,107721.07797833851
2213,104718.99618456658
2214,140077.43561791736
2215,105222.94779744875
2216,154206.57941684686
2217,69399.60522613888
2218,109737.87584997367
2219,85645.06597463085
2220,80761.76949287739
2221,296233.65764405014
2222,234500.2658613651
2223,285926.8282425062
2224,206820.59179323397
2225,131384.1293580161
2226,159230.51706342614
2227,206477.63506780437
2228,253266.49383866845
2229,231307.3169086456
2230,163346.5295519011
2231,208582.75362343935
2232,171018.19675738708
2233,174742.78757751847
2234,247798.19563962508
2235,194948.64282142278
2236,297381.9238632218
2237,339421.12300755025
2238,202392.372832931
2239,116585.72268050838
2240,160097.80675637873
2241,144802.96111436232
2242,134555.15377903337
2243,135938.0210423158
2244,90518.77933984615
2245,91831.61867832641
2246,151820.14985366655
2247,105189.42315034293
2248,129031.37350118374
2249,127644.467586631
2250,142400.38489283645
2251,103732.68095222692
2252,177906.537805597
2253,162321.8356934438
2254,181195.27400805795
2255,187245.44185833013
2256,177912.47545472402
2257,185168.84503132827
2258,175173.07844022097
2259,175893.94203423127
2260,155553.89568395793
2261,185631.47531811593
2262,199099.3162991968
2263,320270.13084244746
2264,464944.1927668818
2265,170572.9738696442
2266,287116.35848101747
2267,306767.16558337613
2268,414871.19771509955
2269,168674.08676336022
2270,169365.628854704
2271,195463.17537934383
2272,200189.1145236468
2273,167335.01119830005
2274,170151.5023215735
2275,162935.09853313575
2276,150082.73081958696
2277,174611.0299437018
2278,158669.98032679627
2279,121027.46976361681
2280,131287.03986633188
2281,163708.37262817455
2282,170229.17691929784
2283,101806.56090078954
2284,105596.65540959
2285,156216.15335637555
2286,128715.79985702162
2287,342604.83642494946
2288,266285.66770439554
2289,375582.7972279796
2290,451926.32103624387
2291,315494.785110686
2292,419607.9778991868
2293,498250.8252250274
2294,438051.6183614326
2295,461113.1462535836
2296,276206.42233657325
2297,292939.58468574204
2298,329461.3111566104
2299,379622.55005141336
2300,315004.8838683274
2301,263757.1927321405
2302,222664.42095041025
2303,271688.0369877074
2304,246011.85514329272
2305,185586.831474628
2306,185586.831474628
2307,188359.20867660182
2308,226452.78372948238
2309,274864.7332098939
2310,234769.65780836667
2311,177832.96823435382
2312,160631.67938837304
2313,175878.46750836808
2314,166366.06803334013
2315,172207.9921658455
2316,168140.06253052692
2317,178321.93739754293
2318,173543.40002486008
2319,177871.53960224497
2320,191506.7209103628
2321,253687.0233564148
2322,175602.41981970365
2323,182123.96198021527
2324,176937.89644303062
2325,228811.83455564495
2326,167165.68105100392
2327,213550.97380024346
2328,225575.77561415025
2329,191437.8658115375
2330,177090.72037084308
2331,338194.8316709243
2332,453132.48563918506
2333,319090.0525203431
2334,273176.9574179845
2335,248221.34730618313
2336,309353.5289741418
2337,205404.131456582
2338,246303.89616973975
2339,254015.38898302242
2340,377606.46333930054
2341,222397.41110595237
2342,244041.4146408267
2343,208084.3343661749
2344,237861.19468895765
2345,240447.51646136597
2346,219621.77344617803
2347,195811.19315051523
2348,221877.98112160858
2349,140821.92344851425
2350,264980.3856629478
2351,253996.77397256956
2352,273483.79209481826
2353,173064.0558176207
2354,118416.02186773033
2355,170293.7008537779
2356,153853.32505964435
2357,209383.7111884942
2358,195427.58748755354
2359,123708.88409956859
2360,115282.44579035835
2361,136572.02085226585
2362,268549.99881123315
2363,142456.10302278626
2364,154468.04905049206
2365,209518.39559871162
2366,187473.29559725086
2367,244872.5029398093
2368,189057.76479267058
2369,234775.63437556862
2370,171352.93057015951
2371,173962.93906194085
2372,190115.75381920073
2373,252868.9255785253
2374,275792.401099062
2375,257539.96655597197
2376,246110.39816026887
2377,293206.2916298848
2378,152132.3708500268
2379,176626.99962574925
2380,145482.1053049095
2381,162180.8392006101
2382,181397.26992529226
2383,207314.7163164767
2384,231610.3939033499
2385,151156.89410468622
2386,138564.53008001973
2387,144011.95830765952
2388,104245.6294988246
2389,133557.00647973912
2390,149973.8871987589
2391,135169.28051366142
2392,112251.02871567965
2393,167007.30889121606
2394,141940.92071450612
2395,196545.16249304364
2396,156479.94848038923
2397,212794.0904587031
2398,116057.94398440362
2399,50552.37772160088
2400,50890.51388059313
2401,121681.26756694504
2402,136805.65595223752
2403,123871.2204267724
2404,164404.7906537148
2405,161459.6687878404
2406,136559.6549524537
2407,128430.98480271842
2408,144522.6476037883
2409,130248.81798298011
2410,162748.48771709265
2411,115754.43605690477
2412,155248.39793836992
2413,135537.26041925992
2414,142470.3984162851
2415,125889.05657552565
2416,135507.22946830973
2417,128832.32523057255
2418,124398.24426344039
2419,123249.1622189712
2420,120747.6208623442
2421,149464.03125121407
2422,119260.36768210556
2423,128047.04498074505
2424,145705.3643102265
2425,136225.52808682772
2426,119818.46533193681
2427,140052.461146373
2428,174057.0424191185
2429,130642.65859348874
2430,125817.69402665866
2431,90564.1319526122
2432,130215.3478387219
2433,137902.60359470706
2434,139347.2240308822
2435,147605.82818816474
2436,110465.69380235266
2437,113510.08341035509
2438,122743.7222722118
2439,107337.63273772
2440,125316.80910420608
2441,92054.28731521391
2442,103881.63785212934
2443,116504.56139149166
2444,122832.28890274478
2445,94073.93980850604
2446,127699.73962382873
2447,177906.31564613088
2448,141598.57981844567
2449,119970.19356289099
2450,152820.98994664743
2451,120551.79547707242
2452,217938.7880756463
2453,103910.01232390848
2454,129870.12564920369
2455,103335.49331676048
2456,137851.182940568
2457,115435.4324430216
2458,117391.06027897155
2459,99781.69676952287
2460,138390.92551622135
2461,120896.84022001216
2462,130642.32195884542
2463,125174.77596577225
2464,141487.46091360468
2465,139352.3098745821
2466,110325.73161759636
2467,151176.26027013315
2468,90152.70426861598
2469,83886.53191087958
2470,187272.47725324862
2471,217798.28390155296
2472,155704.4404775972
2473,124912.79324093279
2474,93952.00755615033
2475,247729.89275124995
2476,114270.41726090276
2477,132563.60451880546
2478,153794.32930630437
2479,106887.43867059912
2480,145191.10018068878
2481,123304.83716994702
2482,134294.1183577156
2483,118659.08680661267
2484,119672.74424199923
2485,120879.66809954683
2486,148741.4520572984
2487,168444.85625053252
2488,160532.63563276926
2489,146299.0640623328
2490,151229.01222405446
2491,96670.96839700484
2492,178466.54130689605
2493,151280.9878714912
2494,160779.13263556
2495,115782.49646707265
2496,218713.91449562248
2497,139852.9226948688
2498,108216.28227805722
2499,99487.73626556665
2500,129041.61446471098
2501,132207.81580373956
2502,138631.64486561928
2503,107455.46436304679
2504,180931.37573359205
2505,225311.5360232271
2506,267489.038166382
2507,342821.3163949395
2508,260322.38826413624
2509,219998.01259088045
2510,242879.3988989752
2511,189990.89617957026
2512,211610.29455750552
2513,206395.96741631135
2514,280615.0719947711
2515,150718.86183065776
2516,158268.0090599537
2517,136805.4078412776
2518,144820.1769839236
2519,223877.2474688667
2520,206924.2449023967
2521,193082.92213711469
2522,224375.4464781304
2523,127756.62466225239
2524,139755.41445035822
2525,146903.84126488137
2526,141760.47388389075
2527,115392.01336948748
2528,130385.36162749701
2529,126666.4027994933
2530,121811.83760569223
2531,230689.4527849681
2532,228822.57737130098
2533,194402.90166548276
2534,261776.28668054185
2535,308403.85013193067
2536,250549.72488959014
2537,226156.01918155974
2538,179846.09993205316
2539,188262.1341427223
2540,169678.38851164354
2541,177575.9605628627
2542,160337.97243370084
2543,124472.97047190319
2544,134733.86871321202
2545,139422.2790039041
2546,150186.06237218867
2547,140168.46367248276
2548,172126.10384839523
2549,162015.29669370534
2550,272993.43123024254
2551,142168.9587816046
2552,123902.45830947661
2553,87306.87846820623
2554,111542.21819192133
2555,114797.9252152231
2556,98215.3378527498
2557,118891.76405244163
2558,161531.82384317016
2559,131753.05831650275
2560,126538.9235134438
2561,144366.0537003139
2562,137640.4748110014
2563,144294.15973599686
2564,160492.5864599404
2565,127255.11200197448
2566,135163.05615887884
2567,120554.93757977868
2568,167289.56126241884
2569,182513.41857601452
2570,113747.46585854335
2571,142890.40950871844
2572,169705.48696560223
2573,222859.10617508332
2574,284892.7050690671
2575,129695.65249017844
2576,133465.02164099916
2577,145440.27441440566
2578,96269.50741825074
2579,71227.48636035057
2580,124617.76813755569
2581,130413.52973377919
2582,110901.17522409819
2583,261099.28241999244
2584,174412.39111248255
2585,166143.6052751554
2586,190013.45656691032
2587,201343.67400235223
2588,163617.00985782643
2589,144454.50378761615
2590,210287.07389446814
2591,225299.33469709352
2592,225745.9698228691
2593,261832.80067026604
2594,181685.15419039584
2595,217237.4099654599
2596,314254.0616458977
2597,180022.31080445205
2598,291931.962740966
2599,326131.79756889015
2600,151791.08172121458
2601,131857.1436227365
2602,85045.09020813156
2603,87546.94817427603
2604,87460.28568915356
2605,79008.25678488232
2606,144603.58258857552
2607,182132.61429548447
2608,205798.02164261154
2609,160214.8564744557
2610,120361.5924521998
2611,128163.99641398812
2612,148644.30439994196
2613,131637.9267669116
2614,133165.05591384886
2615,145298.38612619825
2616,135617.11158269126
2617,155736.17788464052
2618,169882.23502464316
2619,211070.07564015363
2620,181621.9876244394
2621,182679.51555269895
2622,183410.86401373675
2623,261052.15932966844
2624,288128.75862518983
2625,294295.21672468295
2626,160828.3886030861
2627,179545.9719696498
2628,452584.0377184274
2629,473816.29113386443
2630,345333.9975558192
2631,447912.68953375664
2632,427229.4904674595
2633,310444.6154040866
2634,398085.52877179865
2635,157600.86002303875
2636,192777.28012310195
2637,160936.98111467992
2638,255519.0580629396
2639,186968.2505276016
2640,151114.562855697
2641,106010.17158691656
2642,176060.32744651628
2643,105531.49233146387
2644,130884.47905828866
2645,101972.60871810536
2646,93793.81533443464
2647,95212.51529727998
2648,130621.08938639665
2649,154953.06739907298
2650,156961.05271873978
2651,155373.13348230565
2652,396973.93339344015
2653,264089.1541775702
2654,246868.82902830874
2655,356192.26754994626
2656,326179.8095276467
2657,310780.6691469692
2658,267511.53768086457
2659,307698.8945986111
2660,335918.5199862111
2661,351515.77663948014
2662,354259.2728709233
2663,276657.6077338023
2664,269134.8003514835
2665,319479.6777338307
2666,286077.3030138944
2667,170786.5925437695
2668,176584.70205993604
2669,172335.46290846987
2670,298098.8341344143
2671,177241.13175766452
2672,178316.91300105109
2673,200831.9261013374
2674,195105.202420521
2675,161850.99347747132
2676,188609.4250928094
2677,196304.62417910245
2678,261001.21623249506
2679,273684.01083049126
2680,275039.26149202755
2681,435887.3504581156
2682,345130.4264992311
2683,540503.6343224536
2684,306581.0806834342
2685,358858.2757486078
2686,253285.8980714873
2687,268611.3309785077
2688,234361.04821206784
2689,212026.3057547738
2690,416820.8629763577
2691,179876.15343614673
2692,135780.09090280146
2693,186358.65608951822
2694,118986.50887991874
2695,195621.01942208427
2696,192062.56487392302
2697,185733.36269087522
2698,192136.57632056755
2699,175484.3901505624
2700,167219.29735952255
2701,154105.2146096629
2702,121909.68491678221
2703,153513.95678058636
2704,147463.1653472359
2705,126972.49209059849
2706,126456.8525667815
2707,133874.7934679918
2708,135609.34214296838
2709,115198.64624510954
2710,122328.05833382855
2711,265728.18184759317
2712,364527.2585027131
2713,163069.6067891779
2714,148898.139462309
2715,173974.06157157602
2716,154331.27234401664
2717,183231.03909178692
2718,249791.46522393136
2719,160138.36809997572
2720,168297.77204369567
2721,142147.1933502945
2722,162631.4641830286
2723,142852.56356894475
2724,131134.602562223
2725,136323.26254875443
2726,144699.33307543406
2727,162568.06745160153
2728,174000.92763156947
2729,165628.60304682402
2730,146586.39270762337
2731,119350.64938252681
2732,118605.67693189671
2733,157706.46977226864
2734,153709.7857885418
